"time","AVG TEMP","SET TEMP","HUMIDITY","TEMP 1","TEMP 2","TEMP 3","WATER"
"2023-02-13 19:28:33","31.3","32.0","0","25.3","31.3","-1662.9","10366"
"2023-02-13 19:58:33","31.5","31.5","0","25.0","31.5","-1662.9","10404"
"2023-02-13 20:28:33","31.1","31.5","0","24.9","31.1","-1662.9","10441"
"2023-02-13 20:58:33","30.2","31.5","0","24.9","30.2","-1662.9","10491"
"2023-02-13 21:28:33","32.0","31.5","0","24.6","32.0","-1662.9","10553"
"2023-02-13 21:58:33","31.4","31.5","0","24.3","31.4","-1662.9","10611"
"2023-02-13 22:28:33","31.2","31.5","0","24.4","31.2","-1662.9","10673"
"2023-02-13 22:58:33","30.7","31.5","0","23.8","30.7","-1662.9","10728"
"2023-02-13 23:28:33","30.3","31.5","0","23.6","30.3","-1662.9","10792"
"2023-02-13 23:58:33","30.5","31.5","0","23.5","30.5","-1662.9","10846"
"2023-02-14 00:28:33","31.1","31.5","0","23.6","31.1","-1662.9","10912"
"2023-02-14 00:58:33","31.4","31.5","0","23.8","31.4","-1662.9","10973"
"2023-02-14 01:28:33","31.1","31.5","0","24.2","31.1","-1662.9","11038"
"2023-02-14 01:58:33","31.5","31.5","0","24.4","31.5","-1662.9","11097"
"2023-02-14 02:28:33","29.3","31.5","0","24.5","29.3","-1662.9","11153"
"2023-02-14 02:58:33","27.9","31.5","0","24.7","27.9","-1662.9","11207"
"2023-02-14 03:28:33","28.9","31.5","0","24.7","28.9","-1662.9","11245"
"2023-02-14 03:58:33","28.6","31.5","0","24.9","28.6","-1662.9","11307"
"2023-02-14 04:28:33","28.0","31.5","0","24.7","28.0","-1662.9","11366"
"2023-02-14 04:58:33","28.1","31.5","0","24.7","28.1","-1662.9","11419"
"2023-02-14 05:28:33","28.4","31.5","0","24.9","28.4","-1662.9","11485"
"2023-02-14 05:58:33","28.2","31.5","0","24.9","28.2","-1662.9","11536"
"2023-02-14 06:28:33","28.2","31.5","0","25.2","28.2","-1662.9","11605"
"2023-02-14 06:58:33","29.3","31.5","0","26.1","29.3","-1662.9","11682"
"2023-02-14 07:28:33","29.6","31.5","0","26.6","29.6","-1662.9","11751"
"2023-02-14 07:58:33","29.6","31.5","0","26.7","29.6","-1662.9","11814"
"2023-02-14 08:28:33","30.5","31.5","0","27.4","30.5","-1662.9","11875"
"2023-02-14 08:58:33","30.0","31.5","0","27.8","30.0","-1662.9","11945"
"2023-02-14 09:28:33","30.8","31.5","0","28.0","30.8","-1662.9","12017"
"2023-02-14 09:58:33","29.7","31.5","0","28.3","29.7","-1662.9","12080"
"2023-02-14 10:28:33","31.6","31.5","0","29.1","31.6","-1662.9","12163"
"2023-02-14 10:58:33","31.5","31.5","0","29.4","31.5","-1662.9","12233"
"2023-02-14 11:28:33","31.3","31.5","0","28.5","31.3","-1662.9","12304"
"2023-02-14 11:58:33","30.1","31.5","0","27.1","30.1","-1662.9","12368"
"2023-02-14 12:28:33","28.5","31.5","0","26.2","28.5","-1662.9","12417"
